الرقم الخاص,الرقم العام,توصيف المجال العلمى,كود المقرر,رؤوس الموضوعات,المقرر  الذى يدعمه الوعاء,عنوان الوعاء,اسم المؤلف,مؤلفين مشاركين,الناشر,مكان النشر,تاريخ النشر,رقم الطبعة,الترقيم الدولى ,اللغة,القسم,نوع
523.2/L.K.S,1301,الفيزياء,PHYS 102,Electricity and Magnetism,كيمياء كونية ( النظام الشمسى )/أعمال مصورة/الكواكب/أعمال الكواكب المصورة/كواكب الأطلس/أعمال الكواكب المصورة/الكتب المصورة,The Cambridge Guide to the Solar System,Kenneth R. Lang,لا يوجد,Cambridge University Press,New York,2003,ط.1,9.78E+12,لغة انجليزية,العلوم الأساسية,ورقي
530.11/ا.ا.ن,1302,الفيزياء,PHYS 102,Electricity and Magnetism,"نظرية النسبية (ديناميكا)/النسبية (نظرية)/النسبية العامة (فيزياء)/إينشتاين، ألبرت، 1879-1955/إينشتاين، ألبرت، 1879-1955 آراء حول النسبية/نظرية الكم/الفيزياء - فلسفة/الفيزياء/الفيزياء الحديثة/النسبية (فلسفة)/نيوتن، إسحاق، 1642-1727/العلوم - فلسفة/الفيزياء - دراسة وتعليم",نظرية النسبية,ألبرت إينشتاين,لا يوجد,مكتبة الاسرة,القاهرة,2000,ط.1,977-01-6845-9,لغة عربية,العلوم الأساسية,ورقي
530.412/D.A.P,1303,الفيزياء,PHYS 101/PHYS 102,Physics,فيزياء المواد الصلبة/تجارب خصائص المادة/كتب العلوم العملية,Properties of Matter,Abdel Rahman H. El Derby,لا يوجد,جامعة عين شمس,القاهرة,1992-1993,ط.1993,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
530/A.S.G,1304,الفيزياء,PHYS 311,Physics,فيزياء,General Physics Lab [ii]: Electtricity and Magnetism,Salah Arafa,لا يوجد,The American University in Cairo/ School of Science and Engineering/ Physics Department,القاهرة,2007,ط.2007,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
530/E.H.P,1305,الفيزياء,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/كتب دراسية/تدريبات عملية/الفيزياء - تدريب عملي,Physics: For the First Preparatory Engineering Students : Electricity & Magnetism : P1,لا يوجد,لا يوجد,Engineering House Press,القاهرة,2005,ط.2005,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
530/E.H.P,1306,الفيزياء,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/كتب دراسية/تدريبات عملية/الفيزياء - تدريب عملي,Physics: For the First Preparatory Engineering Students : Electricity & Magnetism : P2,لا يوجد,لا يوجد,Engineering House Press,القاهرة,2005,ط.2005,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
530/G.D.P,1307,الفيزياء,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/كتب دراسية/تدريبات عملية/الفيزياء - تدريب عملي,Physics : Principles with Applications,Douglas C. Giancoli,لا يوجد,Prentice Hall/ Upper Saddle River,New Jersey,1998,ط.5,136119719,لغة انجليزية,العلوم الأساسية,ورقي
530/J.J.P,1308,الفيزياء,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/كتب دراسية/تدريبات عملية/الفيزياء - تدريب عملي,Physics: For Scientists and Engineers with Modern Physics,John W. Jewett,Raymond A. Serway/ Robert J. Beichner,Saunders College Publishing,United States,2000,ط.5,0-03-022657-5/9780030226571,لغة انجليزية,العلوم الأساسية,ورقي
530/J.J.P,1309,الفيزياء,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/كتب دراسية/تدريبات عملية/الفيزياء - تدريب عملي,Physics: For Scientists and Engineers with Modern Physics,John W. Jewett,Raymond A. Serway,Thomson-Brooks/Cole/ Belmont,Canada,2008,ط.8,978-0-495-11240-2,لغة انجليزية,العلوم الأساسية,ورقي
530/J.J.P,1310,الفيزياء,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/كتب دراسية/تدريبات عملية/الفيزياء - تدريب عملي,Physics: For Scientists and Engineers with Modern Physics,John W. Jewett,Raymond A. Serway,Thomson-Brooks/Cole/ Belmont,Canada,2008,ط.8,978-0-495-11240-2,لغة انجليزية,العلوم الأساسية,ورقي
530/J.J.P,1311,الفيزياء,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/كتب دراسية/تدريبات عملية/الفيزياء - تدريب عملي,Physics: For Scientists and Engineers with Modern Physics,John W. Jewett,Raymond A. Serway,Thomson-Brooks/Cole/ Belmont,Canada,2008,ط.8,978-0-495-11240-2,لغة انجليزية,العلوم الأساسية,ورقي
530/S.F.U,1312,الفيزياء,PHYS 301,Waves/ Optics & Atomic Physics,فيزياء/الفيزياء: عامة/أدوات تعليمية (نموذج)/كتب تعليمية/كتب طبيعية/كتب مدرسية فيزيائية,University Physics:Volume 2 : Sears/ Zemasky/ Young,Francis Weston Sears,Mark Waldo Zemansky/ Hugh D. Young,Addison-Wesley Pub. Co.,Canada,1986,ط.7,201066831,لغة انجليزية,العلوم الأساسية,ورقي
530/W.R.E,1313,الفيزياء,PHYS 101/PHYS 102,Physics,فيزياء/الفيزياء الحديثة/الطبيعية لدينا/,Elementary Modern Physics ,Richard T. Weidner,Robert L. Sells,Allyn and Bacon,Boston,1968,ط.2,205065597,لغة انجليزية,العلوم الأساسية,ورقي
530/ا.ج.ا,1314,الفيزياء,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/دراسة الفيزياء والتدريس/,أساسيات الفيزياء : للسنة الإعدادية,هيئة تدريس مادة الفيزياء,لا يوجد,كلية الهندسة جامعة الاسكندرية,جامعة الاسكندرية,لا يوجد,لا يوجد,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
530/ج.ج.ف,1315,الفيزياء,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/الحرارة,الفيزياء العامة والحرارة,ج.أ.جرانت,لا يوجد,الدار العربية للنشر والتوزيع,القاهرة,1986,ط.عربية/ط.الأجنبية عام 1977,977-1475-03-7,لغة عربية,العلوم الأساسية,ورقي
530/ح.أ.ع,1316,علوم بحتة,PHYS 101,Classical Mechanics/ Sound/ Heat,فيزياء/الهندسة الميكانيكية/التوربينات البخارية/الهندسة الحرارية/ديناميكا الغازات/محركات الاحتراق الداخلي/ميكانيكا الغازات,العنفات الغازية,أحمد حسن حميد,لا يوجد,جامعة دمشق,دمشق,1986,ط.1986,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
530/س.ح.م,1317,علوم بحتة,PHYS 301,Waves/ Optics & Atomic Physics,"الفيزياء - دراسة وتعليم/الميكانيكا/الميكانيكا - مسائل، تمارين، إلخ./نظرية الكم/الفيزياء الرياضية - مسائل، تمارين، إلخ./ميكانيكا الكم - دراسة وتعليم/ميكانيكا الكم - دراسة وتعليم (عالي)/نظرية الكم - مسائل، تمارين، إلخ.",الميكانيكا الكوانتية,أ. سوكولوف,"أ.تيرنوف، ف. جوكوفسكى",دار مير-موسكو/مطابع الاهرام التجارية,القاهرة,1989,ط.1989,1704020000,لغة عربية,العلوم الأساسية,ورقي
530/ك.ع.ف,1318,علوم بحتة,PHYS 111,General Physics Laboratory I,فيزياء/كتب دراسية/تدريبات عملية/الفيزياء - تدريب عملي,الفيزياء العملية: لطلاب الفرقة الإعدادية بكليات الهندسة : الفصل الدراسى الأول,عمرو محمد إسماعيل كاني,عبد الفتاح منتصر دياب,المعهد العالى للهندسة بالشروق,القاهرة,2004,ط.2004,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
530/ك.ع.ف,1319,علوم بحتة,PHYS 111,General Physics Laboratory I,فيزياء/كتب دراسية/تدريبات عملية/الفيزياء - تدريب عملي,الفيزياء العملية: لطلاب الفرقة الإعدادية بكليات الهندسة : الفصل الدراسى الثانى,عمرو محمد إسماعيل كاني,لا يوجد,المعهد العالى للهندسة بالشروق,القاهرة,2007,ط.2007,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
531.11/B.C.S,1320,علوم بحتة,ENGR 103,Engineering Mechanics II,ديناميكا/علم البلورات الهيكلية/هيكل المعادن/علم البلورات/هيكل كريستال/تحليل البنية البلورية/المواد المكثفة/ميتالين/معدن/علم المعادن/المعدغرافيا دراسة المعادن/علم المعادن/هيكل ميتاوكس/بناء/توضيح الهيكل,Structure of metals : crystallographic methods/ principles and data,Charles S. Barrett,لا يوجد,McGraw-Hill,New York,1966,ط.3,70038155,لغة انجليزية,العلوم الأساسية,ورقي
531.11/E.T.A,1321,ديناميكا,ENGR 104,Engineering Mechanics II,المقدمة والقانون الأول للديناميكا الحرارية /الحرارة  والعمل والنظام /القدرة على الإنعكاس /قانون حفظ الطاقة /مشاكل معادلة التدفق /السائل والبخار والغاز ,Applied Thermodynamics For Engineering Technologists,T. D. Eastop ,A. McConkey,Pearson/Prentice Hall,Singapore,1998,ط5,0-582091934,لغة إنجليزية,العلوم الأساسية,ورقي
531.11/H.R.E,1322,علوم بحتة,ENGR 104,Engineering Mechanics II,حلول الديناميكيات /ديناميات فاليوباك/حزمة دراسة الديناميكيات /,Engineering  Mechanics Dynamics,R. C Hibbeler,لا يوجد,Pearson Prentice Hall,Singapore,2007,ط11,0132215055/9780132215053,لغة إنجليزية,العلوم الأساسية,ورقي
531.11/H.R.E,1323,علوم بحتة,ENGR 104,Engineering Mechanics II,حلول الديناميكيات /ديناميات فاليوباك/حزمة دراسة الديناميكيات /,Engineering  Mechanics Dynamics,R. C Hibbeler,لا يوجد,Pearson Prentice Hall,Singapore,2007,ط11,0132215047/9780132215046,لغة إنجليزية,العلوم الأساسية,ورقي
531.11/H.R.E,1324,علوم بحتة,ENGR 104,Engineering Mechanics II,حلول الديناميكيات /ديناميات فاليوباك/حزمة دراسة الديناميكيات /,Engineering  Mechanics Dynamics : in SI Units,R. C Hibbeler,لا يوجد,Pearson Prentice Hall,Singapore,2007,ط11,0132038096/9780132038096,لغة إنجليزية,العلوم الأساسية,ورقي
531.11/K.A.B,1325,ديناميكا حرارية,CECE 102/ CECE 202/ CECE203,Electric Circuits I / Electric Circuit II /  Electric Circuits Lab,الدائرة الكهربية /المقاومة والتوصيل لعناصر الدائرة/المواد الموصلة /أشباه الموصلات/البطاريات الأولية /البطاريات الثانوية/عمل وقوة التيار/فقدان الجهد في الموصلات/حساب تسخين الموصل/قوانين كيرشوف واستخدامها /مصادر الطاقة متصلة /العناصر غير الخطية في الدوائر الكهربائية ,Basic Electrical Engineering/ part 1,A. Kasatkin ,M. Perekalin,Peace Publishers,Moscow,1960,ط2,لا يوجد,لغة إنجليزية,العلوم الأساسية,ورقي
531.11/O.O.P,1326,علوم بحتة,PHYS 101/PHYS 102,Physics,فيزياء المواد الصلبة/تجارب خصائص المادة/كتب العلوم العملية/ديناميكا,Properties of Mater : for preparatory year Engineering Students,O. A. Omar,لا يوجد,جامعة عين شمس,القاهرة,1989-1990,ط.1990,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
531.11/S.D.T,1327,علوم بحتة,ENGR 104,Engineering Mechanics II,ديناميكا/تدفق الأيونات/ديناميكيات تدفق الأيونات/ديناميكيات البلازما/,Theory of Ion Flow Dynamics,Demetrios G. Samaras,لا يوجد,Dover Publications,New York,1971,ط.1971,486603091,لغة انجليزية,العلوم الأساسية,ورقي
